t_s,C_center
1360.000000,2.549998
1365.000000,2.549997
1370.000000,2.549997
1375.000000,2.549997
1380.000000,2.549997
1385.000000,2.549997
1390.000000,2.549997
1395.000000,2.549997
1400.000000,2.549996
1405.000000,2.549996
1410.000000,2.549996
1415.000000,2.549996
1420.000000,2.549996
1425.000000,2.549995
1430.000000,2.549995
1435.000000,2.549995
1440.000000,2.549995
1445.000000,2.549995
1450.000000,2.549994
1455.000000,2.549994
1460.000000,2.549994
1465.000000,2.549993
1470.000000,2.549993
1475.000000,2.549993
1480.000000,2.549993
1485.000000,2.549992
1490.000000,2.549992
1495.000000,2.549992
1500.000000,2.549991
1505.000000,2.549991
1510.000000,2.549990
1515.000000,2.549990
1520.000000,2.549990
1525.000000,2.549989
1530.000000,2.549989
1535.000000,2.549988
1540.000000,2.549988
1545.000000,2.549987
1550.000000,2.549987
1555.000000,2.549986
1560.000000,2.549986
1565.000000,2.549985
1570.000000,2.549985
1575.000000,2.549984
1580.000000,2.549983
1585.000000,2.549983
1590.000000,2.549982
1595.000000,2.549981
1600.000000,2.549981
1605.000000,2.549980
1610.000000,2.549979
1615.000000,2.549978
1620.000000,2.549977
1625.000000,2.549977
1630.000000,2.549976
1635.000000,2.549975
1640.000000,2.549974
1645.000000,2.549973
1650.000000,2.549972
1655.000000,2.549971
1660.000000,2.549970
1665.000000,2.549969
1670.000000,2.549968
1675.000000,2.549967
1680.000000,2.549965
1685.000000,2.549964
1690.000000,2.549963
1695.000000,2.549962
1700.000000,2.549960
1705.000000,2.549959
1710.000000,2.549958
1715.000000,2.549956
1720.000000,2.549955
1725.000000,2.549953
1730.000000,2.549952
1735.000000,2.549950
1740.000000,2.549948
1745.000000,2.549947
1750.000000,2.549945
1755.000000,2.549943
1760.000000,2.549941
1765.000000,2.549939
1770.000000,2.549937
1775.000000,2.549935
1780.000000,2.549933
1785.000000,2.549931
1790.000000,2.549929
1795.000000,2.549927
1800.000000,2.549924
1805.000000,2.549922
1810.000000,2.549920
1815.000000,2.549917
1820.000000,2.549915
1825.000000,2.549912
1830.000000,2.549910
1835.000000,2.549907
1840.000000,2.549904
1845.000000,2.549901
1850.000000,2.549898
1855.000000,2.549895
1860.000000,2.549892
1865.000000,2.549889
1870.000000,2.549886
1875.000000,2.549882
1880.000000,2.549879
1885.000000,2.549876
1890.000000,2.549872
1895.000000,2.549868
1900.000000,2.549865
1905.000000,2.549861
1910.000000,2.549857
1915.000000,2.549853
1920.000000,2.549849
1925.000000,2.549845
1930.000000,2.549841
1935.000000,2.549836
1940.000000,2.549832
1945.000000,2.549827
1950.000000,2.549823
1955.000000,2.549818
1960.000000,2.549813
1965.000000,2.549808
1970.000000,2.549803
1975.000000,2.549798
1980.000000,2.549793
1985.000000,2.549787
1990.000000,2.549782
1995.000000,2.549776
2000.000000,2.549770
2005.000000,2.549764
2010.000000,2.549758
2015.000000,2.549752
2020.000000,2.549746
2025.000000,2.549740
2030.000000,2.549733
2035.000000,2.549726
2040.000000,2.549720
2045.000000,2.549713
2050.000000,2.549706
2055.000000,2.549698
2060.000000,2.549691
2065.000000,2.549684
2070.000000,2.549676
2075.000000,2.549668
2080.000000,2.549660
2085.000000,2.549652
2090.000000,2.549644
2095.000000,2.549636
2100.000000,2.549627
2105.000000,2.549618
2110.000000,2.549609
2115.000000,2.549600
2120.000000,2.549591
2125.000000,2.549582
2130.000000,2.549572
2135.000000,2.549562
2140.000000,2.549552
2145.000000,2.549542
2150.000000,2.549532
2155.000000,2.549521
2160.000000,2.549511
2165.000000,2.549500
2170.000000,2.549489
2175.000000,2.549477
2180.000000,2.549466
2185.000000,2.549454
2190.000000,2.549442
2195.000000,2.549430
2200.000000,2.549418
2205.000000,2.549406
2210.000000,2.549393
2215.000000,2.549380
2220.000000,2.549367
2225.000000,2.549353
2230.000000,2.549340
2235.000000,2.549326
2240.000000,2.549312
2245.000000,2.549298
2250.000000,2.549283
2255.000000,2.549268
2260.000000,2.549253
2265.000000,2.549238
2270.000000,2.549222
2275.000000,2.549207
2280.000000,2.549191
2285.000000,2.549174
2290.000000,2.549158
2295.000000,2.549141
2300.000000,2.549124
2305.000000,2.549106
2310.000000,2.549089
2315.000000,2.549071
2320.000000,2.549053
2325.000000,2.549034
2330.000000,2.549016
2335.000000,2.548997
2340.000000,2.548977
2345.000000,2.548958
2350.000000,2.548938
2355.000000,2.548918
2360.000000,2.548897
2365.000000,2.548876
2370.000000,2.548855
2375.000000,2.548834
2380.000000,2.548812
2385.000000,2.548790
2390.000000,2.548767
2395.000000,2.548745
2400.000000,2.548722
2405.000000,2.548698
2410.000000,2.548675
2415.000000,2.548650
2420.000000,2.548626
2425.000000,2.548601
2430.000000,2.548576
2435.000000,2.548551
2440.000000,2.548525
2445.000000,2.548499
2450.000000,2.548472
2455.000000,2.548445
2460.000000,2.548418
2465.000000,2.548391
2470.000000,2.548363
2475.000000,2.548334
2480.000000,2.548305
2485.000000,2.548276
2490.000000,2.548247
2495.000000,2.548217
2500.000000,2.548186
2505.000000,2.548156
2510.000000,2.548125
2515.000000,2.548093
2520.000000,2.548061
2525.000000,2.548029
2530.000000,2.547996
2535.000000,2.547963
2540.000000,2.547929
2545.000000,2.547895
2550.000000,2.547861
2555.000000,2.547826
2560.000000,2.547790
2565.000000,2.547754
2570.000000,2.547718
2575.000000,2.547681
2580.000000,2.547644
2585.000000,2.547607
2590.000000,2.547569
2595.000000,2.547530
2600.000000,2.547491
2605.000000,2.547452
2610.000000,2.547412
2615.000000,2.547371
2620.000000,2.547330
2625.000000,2.547289
2630.000000,2.547247
2635.000000,2.547205
2640.000000,2.547162
2645.000000,2.547118
2650.000000,2.547074
2655.000000,2.547030
2660.000000,2.546985
2665.000000,2.546940
2670.000000,2.546894
2675.000000,2.546847
2680.000000,2.546800
2685.000000,2.546753
2690.000000,2.546705
2695.000000,2.546656
2700.000000,2.546607
2705.000000,2.546557
2710.000000,2.546507
2715.000000,2.546456
2720.000000,2.546405
2725.000000,2.546353
2730.000000,2.546300
2735.000000,2.546247
2740.000000,2.546194
2745.000000,2.546140
2750.000000,2.546085
2755.000000,2.546029
2760.000000,2.545974
2765.000000,2.545917
2770.000000,2.545860
2775.000000,2.545802
2780.000000,2.545744
2785.000000,2.545685
2790.000000,2.545625
2795.000000,2.545565
2800.000000,2.545504
2805.000000,2.545443
2810.000000,2.545381
2815.000000,2.545318
2820.000000,2.545255
2825.000000,2.545191
2830.000000,2.545126
2835.000000,2.545061
2840.000000,2.544995
2845.000000,2.544929
2850.000000,2.544862
2855.000000,2.544794
2860.000000,2.544725
2865.000000,2.544656
2870.000000,2.544586
2875.000000,2.544516
2880.000000,2.544445
2885.000000,2.544373
2890.000000,2.544300
2895.000000,2.544227
2900.000000,2.544153
2905.000000,2.544079
2910.000000,2.544003
2915.000000,2.543927
2920.000000,2.543851
2925.000000,2.543773
2930.000000,2.543695
2935.000000,2.543616
2940.000000,2.543537
2945.000000,2.543456
2950.000000,2.543375
2955.000000,2.543293
2960.000000,2.543211
2965.000000,2.543128
2970.000000,2.543044
2975.000000,2.542959
2980.000000,2.542874
2985.000000,2.542787
2990.000000,2.542700
2995.000000,2.542613
3000.000000,2.542524
3005.000000,2.542435
3010.000000,2.542345
3015.000000,2.542254
3020.000000,2.542162
3025.000000,2.542070
3030.000000,2.541977
3035.000000,2.541883
3040.000000,2.541788
3045.000000,2.541693
3050.000000,2.541596
3055.000000,2.541499
3060.000000,2.541401
3065.000000,2.541302
3070.000000,2.541203
3075.000000,2.541102
3080.000000,2.541001
3085.000000,2.540899
3090.000000,2.540796
3095.000000,2.540693
3100.000000,2.540588
3105.000000,2.540483
3110.000000,2.540377
3115.000000,2.540270
3120.000000,2.540162
3125.000000,2.540053
3130.000000,2.539944
3135.000000,2.539833
3140.000000,2.539722
3145.000000,2.539610
3150.000000,2.539497
3155.000000,2.539383
3160.000000,2.539268
3165.000000,2.539153
3170.000000,2.539036
3175.000000,2.538919
3180.000000,2.538801
3185.000000,2.538682
3190.000000,2.538562
3195.000000,2.538441
3200.000000,2.538319
3205.000000,2.538197
3210.000000,2.538073
3215.000000,2.537949
3220.000000,2.537823
3225.000000,2.537697
3230.000000,2.537570
3235.000000,2.537442
3240.000000,2.537313
3245.000000,2.537183
3250.000000,2.537052
3255.000000,2.536920
3260.000000,2.536788
3265.000000,2.536654
3270.000000,2.536519
3275.000000,2.536384
3280.000000,2.536247
3285.000000,2.536110
3290.000000,2.535972
3295.000000,2.535833
3300.000000,2.535692
3305.000000,2.535551
3310.000000,2.535409
3315.000000,2.535266
3320.000000,2.535122
3325.000000,2.534977
3330.000000,2.534831
3335.000000,2.534684
3340.000000,2.534536
3345.000000,2.534387
3350.000000,2.534238
3355.000000,2.534087
3360.000000,2.533935
3365.000000,2.533782
3370.000000,2.533628
3375.000000,2.533474
3380.000000,2.533318
3385.000000,2.533161
3390.000000,2.533004
3395.000000,2.532845
3400.000000,2.532685
3405.000000,2.532524
3410.000000,2.532363
3415.000000,2.532200
3420.000000,2.532036
3425.000000,2.531872
3430.000000,2.531706
3435.000000,2.531539
3440.000000,2.531371
3445.000000,2.531202
3450.000000,2.531033
3455.000000,2.530862
3460.000000,2.530690
3465.000000,2.530517
3470.000000,2.530343
3475.000000,2.530168
3480.000000,2.529992
3485.000000,2.529815
3490.000000,2.529637
3495.000000,2.529458
3500.000000,2.529278
3505.000000,2.529097
3510.000000,2.528914
3515.000000,2.528731
3520.000000,2.528547
3525.000000,2.528361
3530.000000,2.528175
3535.000000,2.527988
3540.000000,2.527799
3545.000000,2.527609
3550.000000,2.527419
3555.000000,2.527227
3560.000000,2.527034
3565.000000,2.526841
3570.000000,2.526646
3575.000000,2.526450
3580.000000,2.526253
3585.000000,2.526055
3590.000000,2.525855
3595.000000,2.525655
3600.000000,2.525454
3605.000000,2.525252
3610.000000,2.525048
3615.000000,2.524844
3620.000000,2.524638
3625.000000,2.524431
3630.000000,2.524224
3635.000000,2.524015
3640.000000,2.523805
3645.000000,2.523594
3650.000000,2.523382
3655.000000,2.523169
3660.000000,2.522954
3665.000000,2.522739
3670.000000,2.522523
3675.000000,2.522305
3680.000000,2.522086
3685.000000,2.521867
3690.000000,2.521646
3695.000000,2.521424
3700.000000,2.521201
3705.000000,2.520977
3710.000000,2.520752
3715.000000,2.520525
3720.000000,2.520298
3725.000000,2.520070
3730.000000,2.519840
3735.000000,2.519609
3740.000000,2.519378
3745.000000,2.519145
3750.000000,2.518911
3755.000000,2.518676
3760.000000,2.518439
3765.000000,2.518202
3770.000000,2.517964
3775.000000,2.517724
3780.000000,2.517484
3785.000000,2.517242
3790.000000,2.516999
3795.000000,2.516755
3800.000000,2.516510
3805.000000,2.516264
3810.000000,2.516017
3815.000000,2.515768
3820.000000,2.515519
3825.000000,2.515268
3830.000000,2.515016
3835.000000,2.514764
3840.000000,2.514510
3845.000000,2.514255
3850.000000,2.513998
3855.000000,2.513741
3860.000000,2.513483
3865.000000,2.513223
3870.000000,2.512963
3875.000000,2.512701
3880.000000,2.512438
3885.000000,2.512174
3890.000000,2.511909
3895.000000,2.511643
3900.000000,2.511375
3905.000000,2.511107
3910.000000,2.510837
3915.000000,2.510567
3920.000000,2.510295
3925.000000,2.510022
3930.000000,2.509748
3935.000000,2.509473
3940.000000,2.509196
3945.000000,2.508919
3950.000000,2.508640
3955.000000,2.508361
3960.000000,2.508080
3965.000000,2.507798
3970.000000,2.507515
3975.000000,2.507231
3980.000000,2.506946
3985.000000,2.506659
3990.000000,2.506372
3995.000000,2.506083
4000.000000,2.505794
4005.000000,2.505503
4010.000000,2.505211
4015.000000,2.504918
4020.000000,2.504624
4025.000000,2.504328
4030.000000,2.504032
4035.000000,2.503734
4040.000000,2.503436
4045.000000,2.503136
4050.000000,2.502835
4055.000000,2.502533
4060.000000,2.502230
4065.000000,2.501926
4070.000000,2.501621
4075.000000,2.501314
4080.000000,2.501007
4085.000000,2.500698
4090.000000,2.500388
4095.000000,2.500078
4100.000000,2.499766
4105.000000,2.499453
4110.000000,2.499138
4115.000000,2.498823
4120.000000,2.498507
4125.000000,2.498189
4130.000000,2.497871
4135.000000,2.497551
4140.000000,2.497230
4145.000000,2.496908
4150.000000,2.496585
4155.000000,2.496261
4160.000000,2.495936
4165.000000,2.495610
4170.000000,2.495282
4175.000000,2.494954
4180.000000,2.494624
4185.000000,2.494294
4190.000000,2.493962
4195.000000,2.493629
4200.000000,2.493295
4205.000000,2.492960
4210.000000,2.492624
4215.000000,2.492287
4220.000000,2.491949
4225.000000,2.491609
4230.000000,2.491269
4235.000000,2.490927
4240.000000,2.490585
4245.000000,2.490241
4250.000000,2.489897
4255.000000,2.489551
4260.000000,2.489204
4265.000000,2.488856
4270.000000,2.488507
4275.000000,2.488157
4280.000000,2.487806
4285.000000,2.487453
4290.000000,2.487100
4295.000000,2.486746
4300.000000,2.486390
4305.000000,2.486034
4310.000000,2.485676
4315.000000,2.485318
4320.000000,2.484958
4325.000000,2.484597
4330.000000,2.484235
4335.000000,2.483873
4340.000000,2.483509
4345.000000,2.483144
4350.000000,2.482778
4355.000000,2.482411
4360.000000,2.482043
4365.000000,2.481674
4370.000000,2.481304
4375.000000,2.480932
4380.000000,2.480560
4385.000000,2.480187
4390.000000,2.479813
4395.000000,2.479437
4400.000000,2.479061
4405.000000,2.478683
4410.000000,2.478305
4415.000000,2.477926
4420.000000,2.477545
4425.000000,2.477164
4430.000000,2.476781
4435.000000,2.476397
4440.000000,2.476013
4445.000000,2.475627
4450.000000,2.475241
4455.000000,2.474853
4460.000000,2.474464
4465.000000,2.474075
4470.000000,2.473684
4475.000000,2.473292
4480.000000,2.472900
4485.000000,2.472506
4490.000000,2.472111
4495.000000,2.471716
4500.000000,2.471319
4505.000000,2.470921
4510.000000,2.470522
4515.000000,2.470123
4520.000000,2.469722
4525.000000,2.469320
4530.000000,2.468918
4535.000000,2.468514
4540.000000,2.468109
4545.000000,2.467704
4550.000000,2.467297
4555.000000,2.466890
4560.000000,2.466481
4565.000000,2.466072
4570.000000,2.465661
4575.000000,2.465250
4580.000000,2.464837
4585.000000,2.464424
4590.000000,2.464009
4595.000000,2.463594
4600.000000,2.463178
4605.000000,2.462761
4610.000000,2.462342
4615.000000,2.461923
4620.000000,2.461503
4625.000000,2.461082
4630.000000,2.460660
4635.000000,2.460237
4640.000000,2.459813
4645.000000,2.459389
4650.000000,2.458963
4655.000000,2.458536
4660.000000,2.458108
4665.000000,2.457680
4670.000000,2.457250
4675.000000,2.456820
4680.000000,2.456389
4685.000000,2.455956
4690.000000,2.455523
4695.000000,2.455089
4700.000000,2.454654
4705.000000,2.454218
4710.000000,2.453781
4715.000000,2.453344
4720.000000,2.452905
4725.000000,2.452465
4730.000000,2.452025
4735.000000,2.451584
4740.000000,2.451141
4745.000000,2.450698
4750.000000,2.450254
4755.000000,2.449809
4760.000000,2.449363
4765.000000,2.448917
4770.000000,2.448469
4775.000000,2.448021
4780.000000,2.447571
4785.000000,2.447121
4790.000000,2.446670
4795.000000,2.446218
4800.000000,2.445765
4805.000000,2.445311
4810.000000,2.444857
4815.000000,2.444401
4820.000000,2.443945
4825.000000,2.443488
4830.000000,2.443029
4835.000000,2.442570
4840.000000,2.442111
4845.000000,2.441650
4850.000000,2.441189
4855.000000,2.440726
4860.000000,2.440263
4865.000000,2.439799
4870.000000,2.439334
4875.000000,2.438868
4880.000000,2.438402
4885.000000,2.437934
4890.000000,2.437466
4895.000000,2.436997
4900.000000,2.436527
4905.000000,2.436057
4910.000000,2.435585
4915.000000,2.435113
4920.000000,2.434639
4925.000000,2.434165
4930.000000,2.433691
4935.000000,2.433215
4940.000000,2.432739
4945.000000,2.432261
4950.000000,2.431783
4955.000000,2.431304
4960.000000,2.430825
4965.000000,2.430344
4970.000000,2.429863
4975.000000,2.429381
4980.000000,2.428898
4985.000000,2.428415
4990.000000,2.427930
4995.000000,2.427445
5000.000000,2.426959
5005.000000,2.426472
5010.000000,2.425985
5015.000000,2.425496
5020.000000,2.425007
5025.000000,2.424517
5030.000000,2.424027
5035.000000,2.423535
5040.000000,2.423043
5045.000000,2.422550
5050.000000,2.422057
5055.000000,2.421562
5060.000000,2.421067
5065.000000,2.420571
5070.000000,2.420074
5075.000000,2.419577
5080.000000,2.419079
5085.000000,2.418580
5090.000000,2.418080
5095.000000,2.417580
5100.000000,2.417079
5105.000000,2.416577
5110.000000,2.416075
5115.000000,2.415571
5120.000000,2.415067
5125.000000,2.414563
5130.000000,2.414057
5135.000000,2.413551
5140.000000,2.413044
5145.000000,2.412537
5150.000000,2.412029
5155.000000,2.411520
5160.000000,2.411010
5165.000000,2.410500
5170.000000,2.409989
5175.000000,2.409477
5180.000000,2.408965
5185.000000,2.408451
5190.000000,2.407938
5195.000000,2.407423
5200.000000,2.406908
5205.000000,2.406392
5210.000000,2.405876
5215.000000,2.405359
5220.000000,2.404841
5225.000000,2.404323
5230.000000,2.403804
5235.000000,2.403284
5240.000000,2.402763
5245.000000,2.402242
5250.000000,2.401721
5255.000000,2.401198
5260.000000,2.400675
5265.000000,2.400152
5270.000000,2.399627
5275.000000,2.399103
5280.000000,2.398577
5285.000000,2.398051
5290.000000,2.397524
5295.000000,2.396997
5300.000000,2.396469
5305.000000,2.395940
5310.000000,2.395411
5315.000000,2.394881
5320.000000,2.394350
5325.000000,2.393819
5330.000000,2.393287
5335.000000,2.392755
5340.000000,2.392222
5345.000000,2.391689
5350.000000,2.391154
5355.000000,2.390620
5360.000000,2.390084
5365.000000,2.389548
5370.000000,2.389012
5375.000000,2.388475
5380.000000,2.387937
5385.000000,2.387399
5390.000000,2.386860
5395.000000,2.386321
5400.000000,2.385781
5405.000000,2.385240
5410.000000,2.384699
5415.000000,2.384157
5420.000000,2.383615
5425.000000,2.383072
5430.000000,2.382529
5435.000000,2.381985
5440.000000,2.381440
5445.000000,2.380895
5450.000000,2.380350
5455.000000,2.379804
5460.000000,2.379257
5465.000000,2.378710
5470.000000,2.378162
5475.000000,2.377614
5480.000000,2.377065
5485.000000,2.376516
5490.000000,2.375966
5495.000000,2.375415
5500.000000,2.374864
5505.000000,2.374313
5510.000000,2.373761
5515.000000,2.373208
5520.000000,2.372655
5525.000000,2.372102
5530.000000,2.371548
5535.000000,2.370993
5540.000000,2.370438
5545.000000,2.369883
5550.000000,2.369327
5555.000000,2.368770
5560.000000,2.368213
5565.000000,2.367656
5570.000000,2.367098
5575.000000,2.366539
5580.000000,2.365980
5585.000000,2.365421
5590.000000,2.364861
5595.000000,2.364300
5600.000000,2.363739
5605.000000,2.363178
5610.000000,2.362616
5615.000000,2.362054
5620.000000,2.361491
5625.000000,2.360928
5630.000000,2.360364
5635.000000,2.359800
5640.000000,2.359235
5645.000000,2.358670
5650.000000,2.358104
5655.000000,2.357538
5660.000000,2.356972
5665.000000,2.356405
5670.000000,2.355838
5675.000000,2.355270
5680.000000,2.354702
5685.000000,2.354133
5690.000000,2.353564
5695.000000,2.352994
5700.000000,2.352425
5705.000000,2.351854
5710.000000,2.351283
5715.000000,2.350712
5720.000000,2.350140
5725.000000,2.349568
5730.000000,2.348996
5735.000000,2.348423
5740.000000,2.347850
5745.000000,2.347276
5750.000000,2.346702
5755.000000,2.346127
5760.000000,2.345552
5765.000000,2.344977
5770.000000,2.344401
5775.000000,2.343825
5780.000000,2.343248
5785.000000,2.342671
5790.000000,2.342094
5795.000000,2.341516
5800.000000,2.340938
5805.000000,2.340360
5810.000000,2.339781
5815.000000,2.339202
5820.000000,2.338622
5825.000000,2.338042
5830.000000,2.337462
5835.000000,2.336881
5840.000000,2.336300
5845.000000,2.335718
5850.000000,2.335137
5855.000000,2.334554
5860.000000,2.333972
5865.000000,2.333389
5870.000000,2.332806
5875.000000,2.332222
5880.000000,2.331638
5885.000000,2.331054
5890.000000,2.330469
5895.000000,2.329884
5900.000000,2.329299
5905.000000,2.328713
5910.000000,2.328127
5915.000000,2.327541
5920.000000,2.326954
5925.000000,2.326367
5930.000000,2.325780
5935.000000,2.325192
5940.000000,2.324604
5945.000000,2.324016
5950.000000,2.323427
5955.000000,2.322838
5960.000000,2.322249
5965.000000,2.321659
5970.000000,2.321069
5975.000000,2.320479
5980.000000,2.319889
5985.000000,2.319298
5990.000000,2.318707
5995.000000,2.318115
6000.000000,2.317524
6005.000000,2.316932
6010.000000,2.316339
6015.000000,2.315747
6020.000000,2.315154
6025.000000,2.314561
6030.000000,2.313967
6035.000000,2.313374
6040.000000,2.312780
6045.000000,2.312185
6050.000000,2.311591
6055.000000,2.310996
6060.000000,2.310401
6065.000000,2.309805
6070.000000,2.309210
6075.000000,2.308614
6080.000000,2.308018
6085.000000,2.307421
6090.000000,2.306824
6095.000000,2.306227
6100.000000,2.305630
6105.000000,2.305033
6110.000000,2.304435
6115.000000,2.303837
6120.000000,2.303238
6125.000000,2.302640
6130.000000,2.302041
6135.000000,2.301442
6140.000000,2.300843
6145.000000,2.300243
6150.000000,2.299643
6155.000000,2.299043
6160.000000,2.298443
6165.000000,2.297843
6170.000000,2.297242
6175.000000,2.296641
6180.000000,2.296040
6185.000000,2.295438
6190.000000,2.294836
6195.000000,2.294234
6200.000000,2.293632
6205.000000,2.293030
6210.000000,2.292427
6215.000000,2.291824
6220.000000,2.291221
6225.000000,2.290618
6230.000000,2.290014
6235.000000,2.289411
6240.000000,2.288807
6245.000000,2.288203
6250.000000,2.287598
6255.000000,2.286994
6260.000000,2.286389
6265.000000,2.285784
6270.000000,2.285179
6275.000000,2.284573
6280.000000,2.283968
6285.000000,2.283362
6290.000000,2.282756
6295.000000,2.282150
6300.000000,2.281543
6305.000000,2.280937
6310.000000,2.280330
6315.000000,2.279723
6320.000000,2.279116
6325.000000,2.278509
6330.000000,2.277901
6335.000000,2.277293
6340.000000,2.276685
6345.000000,2.276077
6350.000000,2.275469
6355.000000,2.274861
6360.000000,2.274252
6365.000000,2.273643
6370.000000,2.273034
6375.000000,2.272425
6380.000000,2.271816
6385.000000,2.271207
6390.000000,2.270597
6395.000000,2.269987
6400.000000,2.269377
6405.000000,2.268767
6410.000000,2.268157
6415.000000,2.267546
6420.000000,2.266936
6425.000000,2.266325
6430.000000,2.265714
6435.000000,2.265103
